@relation rationale
@attribute sentence string
@attribute classification string
@data
' Can_MD you_PRP search_VB for_IN BtwVdpCapFilter.dll_NNP on_IN your_PRP$ hard_JJ drive_NN and_CC try_VB to_TO locate_VB the_DT crash_NN logs_VBZ by_IN following_VBG the_DT instructions_NNS attached_VBN ._.','irrelevant'
' http://kb.adobe.com/selfservice/viewContent.do?externalId=kb408620_NN','irrelevant'
' https://bugzilla.mozilla.org/show_bug.cgi?id=486809_NNP looks_VBZ related_VBN ._.','irrelevant'
' marking_VBG as_IN upstream_JJ target_NN ._.','irrelevant'
' could_MD you_PRP check_VB whether_IN disabling_VBG flash_NN in_IN tools->addons->plugins_NNS helps_VBZ to_TO not_RB freeze_VB ?_.','relevant'
' I_PRP have_VBP the_DT same_JJ problem_NN too_RB ._.','relevant'
' My_PRP$ system_NN freezes_VBZ when_WRB i_PRP browse_VBP on_IN facebook_NN ._.','relevant'
' I_PRP looked_VBD my_PRP$ system_NN monitor_NN /_SYM info_NN and_CC i_PRP found_VBD that_IN firefox_NN has_VBZ allocated_VBN 920_CD MB_NNS RAM_NN (_-LRB- !_. !_. )_-RRB-','relevant'
' and_CC the_DT swap_NN partition_NN is_VBZ active_JJ ._.','relevant'
' I_PRP think_VBP we_PRP have_VBP a_DT huge_JJ memory_NN leak_NN here_RB ._.','relevant'
' 1_LS','irrelevant'
' Login_JJ to_TO facebook_VB (_-LRB- with_IN firefox_NN 3.0.9_CD -_HYPH 3.0.10_NNP ,_, ubuntu_NN 9.04_CD )_-RRB- \n_ 2_CD ._.','irrelevant'
' Open_JJ System_NNP >_XX Administration_NN >_XX System_NNP Monitor_NNP   __SP from_IN gnome_JJ panel_NN and_CC look_VB the_DT memory_NN allocation_NN of_IN Firefox_NNP \n_ 3_CD ._.','irrelevant'
' Click_VB on_IN Home_NN button_NN (_-LRB- at_IN facebook_NN )_-RRB- and_CC repeat_VB that_IN 10_CD -_SYM 20_CD times_NNS \n_ 4_CD ._.','irrelevant'
' Look_VB at_IN memory_NN allocation_NN of_IN Firefox_NNP','irrelevant'
' See_VB if_IN this_DT driver_NN update_NN from_IN Sony_NNP fixes_VBZ your_PRP$ problems_NNS ?_.','relevant'
' http://dlv.update.sony.net/pub/vaio/download/EP0000166578/EP0000166578.exe_UH','relevant'
' The_DT above_JJ is_VBZ working_VBG with_IN ext4_NNP partition_NN format_NN ._.','relevant'
' *_NFP *_NFP *_NFP Bug_NN 510813_CD has_VBZ been_VBN marked_VBN as_IN a_DT duplicate_NN of_IN this_DT bug_NN ._.','irrelevant'
' *_NFP *_NFP *_NFP','irrelevant'
' Still_RB waiting_VBG for_IN more_JJR information_NN from_IN the_DT reporter_NN ._.','irrelevant'
' We_PRP have_VBP not_RB been_VBN able_JJ to_TO reproduce_VB this_DT bug_NN internally_RB ._.','irrelevant'
" Well_UH ,_, my_PRP$ system_NN does_VBZ n't_RB (_-LRB- always_RB )_-RRB- freeze_VB upon_IN browsing_VBG Facebook_NNP ,_, but_CC it_PRP 's_VBZ true_JJ that_IN memory_NN allocation_NN shoots_NNS through_IN the_DT roof_NN ,_, and_CC CPU_NN usage_NN goes_VBZ up_RP to_IN >_XX 90_CD %_NN ._.",'relevant'
' This_DT happens_VBZ also_RB on_IN Firefox_NNP 3.5_CD ._.','relevant'
' The_DT strange_JJ thing_NN is_VBZ that_IN neither_CC memory_NN allocation_NN nor_CC CPU_NN usage_NN are_VBP lowered_VBN even_RB after_IN closing_VBG Facebook_NNP (_-LRB- that_RB is_RB ,_, if_IN I_PRP manage_VBP to_TO close_VB it_PRP )_-RRB- ,_, so_RB the_DT system_NN becomes_VBZ pretty_RB much_RB unusable_JJ until_IN I_PRP restart_VBP Firefox_NNP ._.','relevant'
' I_PRP found_VBD this_DT thread_NN because_IN I_PRP am_VBP also_RB experiencing_VBG memory_NN issues_NNS when_WRB visiting_VBG Facebook_NNP and_CC some_DT other_JJ sites_NNS (_-LRB- LinkedIn.com_NN is_VBZ another_DT )_-RRB- with_IN Firefox_NNP 3.5_CD on_IN Ubuntu_NNP 9.04_CD ._.','relevant'
' Facebook_NNP is_VBZ overall_RB very_RB slow_JJ ,_, but_CC certain_JJ pages_NNS in_IN particular_JJ ,_, such_JJ as_IN friend_NN search_NN and_CC photo_NN galleries_NNS ,_, take_VB up_RP so_RB much_JJ memory_NN that_IN the_DT browser_NN becomes_VBZ slow_JJ to_IN the_DT point_NN where_WRB it_PRP is_VBZ unusable_JJ ,_, and_CC may_MD even_RB freeze_VB for_IN long_JJ periods_NNS ._.','relevant'
' If_IN I_PRP am_VBP lucky_JJ ,_, I_PRP can_MD close_VB the_DT tab_NN and_CC regain_VB control_NN ._.','relevant'
' Other_JJ times_NNS I_PRP have_VBP to_TO kill_VB the_DT FireFox_NNP process_NN ._.','relevant'
' I_PRP see_VBP this_DT on_IN a_DT newly_RB -_HYPH installed_VBN CentOS_NN 5.3_CD ,_, with_IN firefox_NN 3.0.14_CD and_CC flash_VB 10.0_CD ,_, on_IN an_DT x86_64_NN ._.','relevant'
' The_DT result_NN is_VBZ a_DT system_NN freeze_NN wih_NN blinking_VBG keyboard_NN LEDs_NNS after_IN a_DT few_JJ minutes_NNS of_IN poking_VBG around_IN Facebook_NNP ._.','relevant'
' Curiously_NNP ,_, the_DT same_JJ configuration_NN on_IN an_DT i386_NN box_NN is_VBZ perfectly_RB happy_JJ at_IN FB_NNP ._.','relevant'
" One_CD other_JJ element_NN :_:  _ on_IN the_DT x86_64_JJ box_NN ,_, I_PRP 'm_VBP running_VBG 32-bit_CD firefox_NN ,_, so_CC as_IN not_RB to_TO have_VB to_TO worry_VB about_IN wrapping_VBG proprietary_JJ plugins_NNS (_-LRB- like_UH flash_NN )_-RRB- ._.",'relevant'
' It_PRP happens_VBZ irrespective_RB of_IN whether_IN a_DT webcam_NN is_VBZ installed_VBN ._.','relevant'
' Willing_JJ to_TO be_VB guided_VBN in_IN testing_NN ._.','irrelevant'
" Also_RB ,_, this_DT apparently_RB is_VBZ n't_RB a_DT Gecko_JJ issue_NN ,_, as_IN it_PRP does_VBZ n't_RB affect_VB Epiphany_NNP ._.",'relevant'
' In_IN fact_NN ,_, after_IN having_VBG visited_VBN and_CC left_VBD Facebook_NNP on_IN Fx_NNP ,_, then_RB visited_VBD it_PRP again_RB on_IN Epiphany_NNP ,_, Firefox_NNP is_VBZ at_IN 75_CD %_NN CPU_NN while_IN Epiphany_NNP isonly_RB at_IN 12_CD %_NN ._.','relevant'
' Posters_NNS ,_, are_VBP you_PRP able_JJ to_TO reproduce_VB that_DT crash_NN ?_.','irrelevant'
' Can_MD you_PRP provide_VB a_DT recent_JJ crash_NN report_NN ?_.','irrelevant'
" I_PRP 'm_VBP getting_VBG a_DT similar_JJ thing_NN here_RB ._.",'relevant'
" It_PRP 's_VBZ mostly_RB black_JJ rectangles_NNS randomly_RB showing_VBG up_RP ,_, sometimes_RB on_IN the_DT page_NN I_PRP 'm_VBP viewing_VBG ,_, but_CC sometimes_RB replacing_VBG the_DT status_NN bar_NN or_CC other_JJ window_NN elements_NNS as_RB well_RB ._.",'relevant'
' I_PRP tried_VBD to_TO make_VB screenshots_NNS several_JJ times_NNS ,_, but_CC hitting_VBG the_DT print_NN button_NN always_RB makes_VBZ the_DT artifacts_NNS go_VB away_RB ._.','relevant'
' As_IN does_VBZ moving_VBG the_DT mouse_NN or_CC scrolling_NN ._.','relevant'
" I_PRP 'm_VBP also_RB having_VBG similar_JJ issues_NNS with_IN Firefox_NNP ._.",'relevant'
' When_WRB black_JJ rectangles_NNS show_VBP up_RP over_IN text_NN ,_, the_DT the_DT text_NN appears_VBZ to_TO drawn_VBN in_IN negative_JJ ._.','relevant'
' Black_JJ rectangles_NNS usually_RB move_VBP or_CC disappear_VBP when_WRB scrolling_VBG ._.','relevant'
' I_PRP am_VBP also_RB experiencing_VBG this_DT ._.','relevant'
' Flickering_NN and_CC black_JJ boxes_NNS appearing_VBG at_IN random_JJ with_IN Firefox_NNP ._.','relevant'
' Scrolling_VBG usually_RB makes_VBZ it_PRP disappear_VB ._.','relevant'
' This_DT happens_VBZ even_RB when_WRB Firefox_NNP is_VBZ NOT_RB in_IN full_JJ screen_NN mode_NN and_CC also_RB happens_VBZ with_IN Compiz_NNP turned_VBD OFF_RP ._.','relevant'
' Here_RB is_VBZ a_DT screen_NN shot_NN of_IN the_DT flickering_NN problem_NN seen_VBN with_IN Firefox_NNP ._.','irrelevant'
' Again_RB ,_, this_DT happens_VBZ even_RB when_WRB Firefox_NNP is_VBZ NOT_RB in_IN full_JJ screen_NN mode_NN and_CC it_PRP happens_VBZ with_IN Compiz_NNP turned_VBD OFF_RP ._.','relevant'
' Hope_VB this_DT helps_VBZ in_IN debugging_VBG the_DT problem_NN ._.','irrelevant'
' I_PRP have_VBP the_DT same_JJ problem_NN -_: have_VBP to_TO scroll_VB up_RP then_RB down_RB again_RB to_TO get_VB the_DT area_NN to_TO repaint_VB so_IN I_PRP can_MD see_VB the_DT page_NN ._.','relevant'
' This_DT affects_VBZ any_DT application_NN using_VBG xulrunner_JJR ,_, not_RB just_RB FireFox_NNP','relevant'
" Hi_UH rupert_NN -_HYPH overall_NN ,_, \n_ Please_UH attach_VB the_DT output_NN of_IN `_'' lspci_CC -vvnn_: `_'' and_CC `_`` dmesg_NN `_'' ,_, and_CC attach_VB your_PRP$ /var_. /_SYM log_NN /_SYM Xorg.0.log_NNP (_-LRB- and_CC maybe_RB Xorg.0.log.old_NNP )_-RRB- file_VBP from_IN after_IN reproducing_VBG this_DT issue_NN ._.",'irrelevant'
" If_IN you_PRP 're_VBP using_VBG a_DT custom_NN /etc_. /_NFP X11/xorg.conf_NNP please_UH attach_VB that_DT as_RB well_RB ._.",'irrelevant'
' [_-LRB- This_DT is_VBZ an_DT automated_JJ message_NN ._.','irrelevant'
' Apologies_NNS if_IN it_PRP has_VBZ reached_VBN you_PRP inappropriately_RB ;_: please_UH just_RB reply_VB to_IN this_DT message_NN indicating_VBG so_RB ._. ]_-RRB-','irrelevant'
' I_PRP have_VBP not_RB tinkered_VBN with_IN the_DT xorg.conf_NNP file_NN (_-LRB- it_PRP is_VBZ very_RB boring_JJ )_-RRB- -_HYPH attached_VBN here_RB anyway_RB ..._.','irrelevant'
' The_DT attached_JJ files_NNS were_VBD generated_VBN after_IN restarting_VBG (_-LRB- dots_NNS are_VBP present_JJ -_: as_IN always_RB )_-RRB- ._.','irrelevant'
' Attached_VBN screenshot_JJ shows_VBZ how_WRB the_DT dots_NNS are_VBP larger_JJR than_IN a_DT single_JJ pixel_NN and_CC are_VBP not_RB restricted_VBN to_IN desktop_NN /_SYM panel_NN /_SYM window_NN ._.','relevant'
' They_PRP are_VBP also_RB present_JJ on_IN the_DT login_NN screen_NN in_IN the_DT same_JJ pattern_NN ._.','relevant'
' I_PRP hope_VBP all_PDT this_DT info_NN helps_VBZ ..._.','irrelevant'
' This_DT bug_NN also_RB showed_VBD up_RP recently_RB on_IN my_PRP$ Intrepid_NNP desktop_NN install_VBP with_IN nvidia_NN -_HYPH glx-180_NN ._.','relevant'
' I_PRP would_MD also_RB like_VB to_TO note_VB that_IN if_IN I_PRP mouse_VBP click_VB on_IN the_DT dots_NNS they_PRP blink_VBP ._.','relevant'
' This_DT may_MD be_VB due_JJ to_IN a_DT screen_NN redraw_NN at_IN the_DT X_NN layer_NN ._.','relevant'
' Moving_VBG a_DT window_NN over_IN the_DT dots_NNS will_MD also_RB make_VB them_PRP blink_VB ._.','relevant'
' It_PRP seems_VBZ that_IN X_NN firsts_NNS draws_VBZ the_DT correct_JJ content_NN then_RB a_DT moment_NN later_RB the_DT dots_NNS reappear_NN ,_, thereby_RB causing_VBG the_DT blinking_NN ._.','relevant'
' same_JJ bug_NN in_IN animux_NN ,_, xfce_NNS ,_, nvidia_NN 173_CD','relevant'
' This_DT also_RB affects_VBZ nvidia-185_JJ','relevant'
' This_DT bug_NN report_NN was_VBD filed_VBN against_IN an_DT old_JJ version_NN of_IN Ubuntu_NNP ._.','irrelevant'
' Can_MD you_PRP confirm_VB whether_IN this_DT is_VBZ still_RB an_DT issue_NN in_IN natty_NN ?_.','irrelevant'
" If_IN you_PRP do_VBP n't_RB mind_VB ,_, it_PRP would_MD be_VB very_RB helpful_JJ if_IN you_PRP could_MD update_VB the_DT bug_NN \n_ report_NN in_IN launchpad_NN to_IN '_'' Fix_NNP Released_NNP '_'' if_IN it_PRP is_VBZ no_RB longer_RBR an_DT issue_NN for_IN \n_ you_PRP ,_, or_CC if_IN it_PRP is_VBZ still_RB occurring_VBG under_IN natty_NN ,_, please_UH tag_VB the_DT bug_NN '_`` natty_NN '_'' \n_ so_RB it_PRP 's_VBZ easier_JJR for_IN us_PRP to_TO track_VB ._.",'irrelevant'
' It_PRP is_VBZ discouraging_VBG that_IN the_DT policy_NN for_IN many_JJ bugs_NNS is_VBZ to_TO simply_RB wait_VB until_IN a_DT newer_JJR version_NN comes_VBZ along_RP so_IN they_PRP can_MD be_VB downgraded_VBN and_CC then_RB closed_VBD with_IN out_RP any_DT real_JJ investigation_NN ._.','irrelevant'
" I_PRP understand_VBP that_IN developer_NN resources_NNS are_VBP limited_JJ but_CC should_MD n't_RB the_DT bug_NN remain_VB '_`` Confirmed_VBN '_'' until_IN proven_VBN otherwise_RB ?_.",'irrelevant'
" This_DT bug_NN has_VBZ been_VBN downgraded_VBN to_IN '_`` Incomplete_NNP '_'' with_IN no_DT evidence_NN that_IN the_DT bug_NN has_VBZ been_VBN fixed_VBN other_JJ than_IN a_DT lack_NN of_IN recent_JJ reports_NNS ._.",'irrelevant'
' I_PRP think_VBP the_DT process_NN should_MD be_VB to_TO first_RB ask_VB if_IN the_DT bug_NN still_RB occurs_VBZ ._.','irrelevant'
' Then_RB if_IN there_EX are_VBP no_DT updates_NNS for_IN some_DT time_NN or_CC people_NNS can_MD confirm_VB that_IN the_DT bug_NN no_RB longer_RBR exists_VBZ in_IN the_DT newer_JJR version_NN then_RB the_DT status_NN can_MD be_VB changed_VBN ._.','irrelevant'
" Otherwise_RB ,_, it_PRP puts_VBZ too_RB much_JJ burden_NN on_IN the_DT bug_NN reporters_NNS to_TO fight_VB for_IN a_DT bug_NN 's_POS status_NN only_RB to_TO be_VB repeatedly_RB smacked_VBN down_RP ._.",'irrelevant'
' Particularly_RB the_DT original_JJ reporter_NN should_MD have_VB a_DT chance_NN to_TO comment_VB before_IN the_DT status_NN is_VBZ changed_VBN ._.','irrelevant'
" ---_NFP End_NN rant_NN ---_: \n_ I_PRP have_VBP n't_RB seen_VBN this_DT bug_NN in_RP awhile_RB because_IN I_PRP stopped_VBD using_VBG the_DT machine_NN it_PRP occurred_VBD on_IN ._.",'irrelevant'
' I_PRP believe_VBP it_PRP is_VBZ related_VBN to_IN faulty_JJ Nvidia_NNP hardware_NN and/or_CC drivers_NNS ._.','relevant'
' Thank_VBP you_PRP for_IN the_DT concerned_JJ response_NN ._.','irrelevant'
" I_PRP have_VBP a_DT good_JJ idea_NN of_IN what_WP it_PRP 's_VBZ like_JJ to_TO be_VB on_IN your_PRP$ end_NN because_IN I_PRP am_VBP on_IN other_JJ projects_NNS ._.",'irrelevant'
" I_PRP do_VBP n't_RB mean_VB to_TO be_VB a_DT whiner_NN ._.",'irrelevant'
' I_PRP had_VBD a_DT number_NN of_IN bugs_NNS related_VBN to_IN an_DT Nvidia_NNP card_NN and_CC multiple_JJ displays_NNS stemming_VBG back_RB to_IN Hardy_NNP ._.','irrelevant'
' Most_JJS of_IN the_DT reports_NNS I_PRP filed_VBD or_CC was_VBD involved_VBN with_IN were_VBD eventually_RB closed_VBN with_IN out_RB really_RB being_VBG resolved_VBN as_IN Ubuntu_NNP versions_NNS progressed_VBD ._.','irrelevant'
' I_PRP guess_VBP in_IN this_DT case_NN the_DT main_JJ issue_NN was_VBD probably_RB a_DT faulty_JJ Nvidia_NNP card_NN /_SYM driver_NN pair_NN ._.','relevant'
' The_DT issues_NNS went_VBD away_RB when_WRB I_PRP abandoned_VBD a_DT particular_JJ machine_NN with_IN on_IN board_NN Nvidia_NNP ._.','relevant'
' I_PRP should_MD probably_RB be_VB yelling_VBG at_IN Nivida_NNP for_IN not_RB owning_VBG up_RP to_IN and_CC fixing_VBG the_DT problems_NNS ._.','irrelevant'
' I_PRP have_VBP an_DT expensive_JJ laptop_NN now_RB paperweight_VBP due_IN to_IN these_DT problems_NNS ._.','irrelevant'
" I_PRP guess_VBP it_PRP 's_VBZ a_DT bit_NN of_IN a_DT sore_JJ spot_NN for_IN me_PRP ._.",'irrelevant'
' Keep_VB up_RP the_DT great_JJ work_NN ._.','irrelevant'
' Ubuntu_NNP is_VBZ getting_VBG better_JJR and_CC more_RBR reliable_JJ all_PDT the_DT time_NN ._.','irrelevant'
' I_PRP have_VBP this_DT bug_NN in_IN 11.04_CD','relevant'
' @woop_NNP What_WDT video_NN card_NN do_VBP you_PRP have_VB ?_.','irrelevant'
' What_WDT driver_NN version_NN are_VBP you_PRP using_VBG ?_.','irrelevant'
' Your_PRP$ screenshot_JJ looks_VBZ very_RB similar_JJ to_IN what_WP I_PRP saw_VBD ._.','irrelevant'
' 01:00.0_CD VGA_VBG compatible_JJ controller_NN :_: nVidia_NNP Corporation_NNP GT200_NNP [_-LRB- GeForce_NNP GTX_NNP 260_CD ]_-RRB- (_-LRB- rev_NN a1_NNP )_-RRB- (_-LRB- prog_JJ -_: if_IN 00_CD [_-LRB- VGA_NN controller_NN ]_-RRB- )_-RRB- \n\xa0__SP Subsystem_NNP :_: ASUSTeK_NNP Computer_NNP Inc._NNP Device_NN 831a_NNP \n\xa0__SP Flags_NNPS :_: bus_NN master_NN ,_, fast_JJ devsel_NN ,_, latency_NN 0_CD ,_, IRQ_NN 16_CD \n\xa0__SP Memory_NN at_IN f5000000_NNP (_-LRB- 32-bit_CD ,_, non_AFX -_, prefetchable_JJ )_-RRB- [_-LRB- size=16_NNP M_NNP ]_-RRB- \n\xa0__SP Memory_NNP at_IN c0000000_NN (_-LRB- 64-bit_CD ,_, prefetchable_JJ )_-RRB- [_-LRB- size=256_NNP M_NNP ]_-RRB- \n\xa0__SP Memory_NNP at_IN f2000000_NNP (_-LRB- 64-bit_CD ,_, non_AFX -_, prefetchable_JJ )_-RRB- [_-LRB- size=32_NNP M_NNP ]_-RRB- \n\xa0__SP I_NN /_SYM O_UH ports_NNS at_IN 8c00_CD [_-LRB- size=128_NN ]_-RRB- \n\xa0__SP [_-LRB- virtual_JJ ]_-RRB- Expansion_NN ROM_NN at_IN f6480000_NNP [_-LRB- disabled_JJ ]_-RRB- [_-LRB- size=512_NNP K_NNP ]_-RRB- \n\xa0__SP Capabilities_NNPS :_: [_-LRB- 60_CD ]_-RRB- Power_NNP Management_NNP version_NN 3_CD \n\xa0__SP Capabilities_NNPS :_: [_-LRB- 68_CD ]_-RRB- MSI_NNP :_: Enable-_NNP Count=1/1_NNP Maskable-_NNP 64bit+_NN \n\xa0__SP Capabilities_NNPS :_: [_-LRB- 78_CD ]_-RRB- Express_NNP Endpoint_NNP ,_, MSI_NNP 00_NFP \n\xa0__SP Capabilities_NNPS :_: [_-LRB- 100_CD ]_-RRB- Virtual_NNP Channel_NNP \n\xa0__SP Capabilities_NNPS :_: [_-LRB- 128_CD ]_-RRB- Power_NN Budgeting_NNP >_XX \n\xa0__SP Capabilities_NNPS :_: [_-LRB- 600_CD ]_-RRB- Vendor_NNP Specific_NNP Information_NNP :_: ID=0001_VB Rev=1_NNP Len=024_NNP >_XX \n_ nvidia_NN -_HYPH current_JJ 270.41.06_CD -_HYPH 0ubuntu1_CD','irrelevant'
' I_PRP have_VBP the_DT same_JJ issue_NN ._.','relevant'
" I_PRP 've_VB reproduced_VBN it_PRP with_IN two_CD different_JJ cards_NNS based_VBN on_IN the_DT nvidia_NN 210_CD chipset_NN ._.",'relevant'
" I_PRP 'll_MD attach_VB my_PRP$ lspci_JJ -vvnn_HYPH output_NN below_RB ._.",'irrelevant'
' Environment_NN :_: \n_ OS_NN :_: Ubuntu_NN 11.04_CD \n_ NVidia_NNP driver_NN :_: 270.41.06_CD','irrelevant'
' I_PRP have_VBP the_DT same_JJ problem_NN ._.','relevant'
' Ubuntu_NNP 11.04_CD \n_ NVidia_NNP driver_NN 270.41.06_CD','irrelevant'
' FYI_NN :_: updated_VBN drivers_NNS from_IN https://launchpad.net/~ubuntu-x-swat/+archive/x-updates_NNS ,_, and_CC the_DT problem_NN is_VBZ gone_VBN for_IN me_PRP ._.','relevant'
' I_PRP had_VBD exactly_RB the_DT same_JJ problem_NN constantly_RB since_IN several_JJ years_NNS with_IN different_JJ Ubuntu_NNP versions_NNS and_CC different_JJ nvidia_NN drivers_NNS ._.','relevant'
' After_IN adding_VBG agp_NN =_SYM off_IN to_IN the_DT GRUB_CMDLINE_LINUX_DEFAULT_NNS in_IN the_DT grub_NN config_NN the_DT strange_JJ black_JJ dots_NNS problem_NN is_VBZ completely_RB gone_VBN !_.','relevant'
' :-)_NFP \n_ ..._NFP maybe_RB this_DT helps_VBZ someone_NN too_RB ._.','irrelevant'
" Status_NNP changed_VBD to_IN '_`` Confirmed_VBN '_'' because_IN the_DT bug_NN affects_VBZ multiple_JJ users_NNS ._.",'relevant'
' For_IN me_PRP it_PRP started_VBD to_TO appear_VB just_RB last_JJ week_NN ._.','relevant'
' Running_VBG this_DT version_NN of_IN NVidia_NNP drivers_NNS on_IN a_DT Dell_NNP Latitude_NNP 6520_CD using_VBG a_DT 4200NVS_CD on_IN latest_JJS ubuntu_NN and_CC all_DT updates_NNS :_: \n_ nvidia_NN -_HYPH xconfig_NN :_:  _ version_NN 313.09_CD \n_ (_-LRB- )_-RRB-  _ Tue_NNP Dec_NNP  _ 4_CD 22:54:46_CD PST_NNP \n_ 2012_CD \n_ Will_MD try_VB the_DT agp_NNS =_SYM off_RP','irrelevant'
' I_PRP am_VBP having_VBG the_DT same_JJ issue_NN on_IN 13.04_CD running_VBG on_IN a_DT Sony_NNP VAIO_NNP S_NNP Series_NNP core_NN i7_NNP ,_, Intel_NNP HD_NNP 4000_CD Graphics_NNPS ._.','relevant'
' Periodically_RB I_PRP get_VBP a_DT screen_NN full_JJ of_IN small_JJ square_JJ dots_NNS scattered_VBN over_IN the_DT entire_JJ screen_NN ._.','relevant'
' They_PRP appear_VBP randomly_RB ,_, for_IN about_RB a_DT \n_ second_JJ ,_, then_RB are_VBP gone_VBN ._.','relevant'
' Its_PRP$ not_RB hardware_NN ;_: I_PRP dual_JJ boot_NN windows_NNS 8_CD ,_, and_CC I_PRP have_VBP no_DT similar_JJ issue_NN there_RB ._.','relevant'
' I_PRP also_RB just_RB updated_VBD my_PRP$ Ubuntu_NNP 9.04_CD Jaunty_NN 32-bit_CD Dell_NNP PC_NN to_IN Ubuntu_NNP 9.10_CD Karmic_NNP 32-bit_CD and_CC the_DT same_JJ thing_NN has_VBZ happened_VBN ._.','relevant'
' There_EX is_VBZ a_DT Hauppauge_NNP WINTV_NNP -_HYPH Go_VB Plus_CC card_NN in_IN this_DT computer_NN that_WDT also_RB has_VBZ the_DT same_JJ exact_JJ remote_JJ and_CC IR_NN receiver_NN /_SYM transmitter_NN cable_NN ._.','irrelevant'
' After_IN the_DT upgrade_NN this_DT evening_NN ,_, the_DT remote_JJ no_RB longer_RB works_VBZ on_IN this_DT model_NN of_IN the_DT Hauppauge_NNP card_NN as_RB well_RB ._.','relevant'
' The_DT PC_NN no_RB longer_RB detects_VBZ the_DT transmitter_NN /_SYM receiver_NN and_CC does_VBZ not_RB create_VB the_DT /dev_. /_SYM lirc0_NN file_NN ._.','relevant'
